fico, loanRateDiff, loanTimeRemaining, isInCurrentOrder, noFee, loanType, purpose, loanAmountRequested, title, loanAmtRemaining, primeUnfundedAmount, alreadyInvestedIn, loanGrade, searchrank, loan_status, hasCosigner, isWholeLoan, primeFractions, wholeLoanTimeRemaining, alreadySelected, loanUnfundedAmount, loanAmt, loanLength, loanGUID, amountToInvest, primeTotalInvestment, loanRate, primeMarkedInvestment, 
670-674, .00, 1131710816, false, 0, Personal, small_business, 35000, Business, 11550, 0, false, G1, -1, INFUNDING, false, 0, 0, -35635184, false, 11550, 35000, 60, 70680950, 0, 0, 27.34, 0, 
660-664, .00, 1011329816, false, 0, Personal, credit_card, 13425, 11550, 0, false, D3, -1, INFUNDING, false, 0, 0, -150835184, false, 11550, 13425, 60, 70271247, 0, 0, 17.27, 0, 
735-739, .00, 1172794816, false, 0, Personal, other, 15000, Other, 11575, 0, false, A5, -1, INFUNDING, false, 0, 0, -35635184, false, 11550, 15000, 36, 70721031, 0, 0, 7.89, 0, 
705-709, .00, 1128333816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 11575, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635184, false, 11575, 15000, 60, 70650898, 0, 0, 12.99, 0, 
730-734, .00, 1191821816, false, 0, Personal, other, 15000, 11600, 0, false, B4, -1, INFUNDING, false, 0, 0, -6835184, false, 11600, 15000, 36, 69057542, 0, 0, 10.75, 0, 
700-704, .00, 879512816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 11625, 0, false, E3, -1, INFUNDING, false, 0, 0, -251635184, false, 11625, 18000, 60, 70082568, 0, 0, 19.89, 0, 
725-729, .00, 858899816, false, 0, Personal, home_improvement, 19200, Home improvement, 11625, 0, false, A5, -1, INFUNDING, false, 0, 0, -294835184, false, 11625, 19200, 60, 70122683, 0, 0, 7.91, 0, 
660-664, .00, 884619816, false, 0, Personal, debt_consolidation, 18700, Debt consolidation, 11650, 0, false, F1, -1, INFUNDING, false, 0, 0, -251635184, false, 11650, 18700, 60, 68694953, 0, 0, 22.45, 0, 
690-694, .00, 1188586816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 11675, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835184, false, 11675, 14000, 36, 70601267, 0, 0, 12.99, 0, 
660-664, .00, 888363816, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 11700, 0, false, E1, -1, INFUNDING, false, 0, 0, -251635184, false, 11700, 16000, 60, 69968935, 0, 0, 18.99, 0, 
660-664, .00, 1183222816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 11775, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235184, false, 11775, 15000, 36, 70113239, 0, 0, 12.99, 0, 
695-699, .00, 866157816, false, 0, Personal, debt_consolidation, 18800, Debt consolidation, 11800, 0, false, D3, -1, INFUNDING, false, 0, 0, -338035184, false, 11800, 18800, 60, 70192604, 0, 0, 17.27, 0, 
660-664, .00, 970049816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 11825, 0, false, E2, -1, INFUNDING, false, 0, 0, -165235184, false, 11825, 18000, 60, 70081806, 0, 0, 19.48, 0, 
695-699, .00, 1185325816, false, 0, Personal, credit_card, 21000, Credit card refinancing, 11850, 0, false, B2, -1, INFUNDING, false, 0, 0, -21235184, false, 11850, 21000, 36, 69474356, 0, 0, 9.16, 0, 
700-704, .00, 1198212816, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 11925, 0, false, D1, -1, INFUNDING, false, 0, 0, -6835184, false, 11925, 16000, 36, 70711193, 0, 0, 16.29, 0, 
770-774, .00, 1118074816, false, 0, Personal, other, 16000, Other, 11925, 0, false, D3, -1, INFUNDING, false, 0, 0, -35635184, false, 11925, 16000, 60, 70301254, 0, 0, 18.25, 0, 
660-664, .00, 1191512816, false, 0, Personal, credit_card, 20000, Credit card refinancing, 11925, 0, false, B5, -1, INFUNDING, false, 0, 0, -6835184, false, 11925, 20000, 36, 69156662, 0, 0, 11.47, 0, 
680-684, .00, 1187131816, false, 0, Personal, debt_consolidation, 15200, Debt consolidation, 11925, 0, false, B4, -1, INFUNDING, false, 0, 0, -21235184, false, 11925, 15200, 36, 70581217, 0, 0, 10.75, 0, 
660-664, .00, 852327816, false, 0, Personal, debt_consolidation, 31500, Debt consolidation, 11950, 0, false, F5, -1, INFUNDING, false, 0, 0, -309235184, false, 11925, 31500, 60, 69773499, 0, 0, 26.06, 0, 
670-674, .00, 995590815, false, 0, Personal, debt_consolidation, 14500, Debt consolidation, 11950, 0, false, E1, -1, INFUNDING, false, 0, 0, -165235185, false, 11950, 14500, 60, 69515551, 0, 0, 18.99, 0, 
685-689, .00, 948001815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12000, 0, false, A5, -1, INFUNDING, false, 0, 0, -208435185, false, 12000, 16000, 60, 70351192, 0, 0, 7.91, 0, 
675-679, .00, 996157815, false, 0, Personal, home_improvement, 19950, Home improvement, 12025, 0, false, D1, -1, INFUNDING, false, 0, 0, -165235185, false, 12025, 19950, 60, 70222932, 0, 0, 15.77, 0, 
675-679, .00, 877404815, false, 0, Personal, debt_consolidation, 19000, Debt consolidation, 12025, 0, false, C1, -1, INFUNDING, false, 0, 0, -251635185, false, 12025, 19000, 60, 69096968, 0, 0, 11.99, 0, 
665-669, .00, 918433815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12050, 0, false, C2, -1, INFUNDING, false, 0, 0, -237235185, false, 12050, 16000, 60, 70063005, 0, 0, 12.88, 0, 
670-674, .00, 851517815, false, 0, Personal, credit_card, 21800, 12050, 0, false, D4, -1, INFUNDING, false, 0, 0, -309235185, false, 12050, 21800, 60, 69086976, 0, 0, 17.97, 0, 
670-674, .00, 952737815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12050, 0, false, C2, -1, INFUNDING, false, 0, 0, -208435185, false, 12050, 16000, 60, 70381256, 0, 0, 12.88, 0, 
710-714, .00, 1031529815, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 12100, 0, false, A4, -1, INFUNDING, false, 0, 0, -165235185, false, 12100, 35000, 36, 70570118, 0, 0, 7.39, 0, 
690-694, .00, 858687815, false, 0, Personal, debt_consolidation, 20500, Debt consolidation, 12100, 0, false, C3, -1, INFUNDING, false, 0, 0, -294835185, false, 12100, 20500, 60, 70222245, 0, 0, 13.44, 0, 
710-714, .00, 872668815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 12125, 0, false, B1, -1, INFUNDING, false, 0, 0, -294835185, false, 12125, 20000, 60, 70132708, 0, 0, 8.49, 0, 
710-714, .00, 1182940815, false, 0, Personal, home_improvement, 30000, Home improvement, 12150, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235185, false, 12150, 30000, 36, 70761136, 0, 0, 11.99, 0, 
680-684, .00, 1202381815, false, 0, Personal, home_improvement, 20000, Home improvement, 12175, 0, false, B4, -1, INFUNDING, false, 0, 0, -6835185, false, 12150, 20000, 36, 70551430, 0, 0, 10.75, 0, 
675-679, .00, 1181378815, false, 0, Personal, credit_card, 16000, Credit card refinancing, 12175, 0, false, B2, -1, INFUNDING, false, 0, 0, -21235185, false, 12175, 16000, 36, 70711037, 0, 0, 9.16, 0, 
690-694, .00, 842667815, false, 0, Personal, debt_consolidation, 19500, 12175, 0, false, C3, -1, INFUNDING, false, 0, 0, -309235185, false, 12175, 19500, 60, 69086905, 0, 0, 13.44, 0, 
675-679, .00, 1005660815, false, 0, Personal, debt_consolidation, 30100, Debt consolidation, 12250, 0, false, F4, -1, INFUNDING, false, 0, 0, -150835185, false, 12225, 30100, 60, 70371509, 0, 0, 25.09, 0, 
675-679, .00, 1194493815, false, 0, Personal, debt_consolidation, 14400, Debt consolidation, 12225, 0, false, E5, -1, INFUNDING, false, 0, 0, -6835185, false, 12225, 14400, 36, 70671281, 0, 0, 22.45, 0, 
690-694, .00, 1025382815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12250, 0, false, B2, -1, INFUNDING, false, 0, 0, -179635185, false, 12250, 16000, 60, 70431128, 0, 0, 9.17, 0, 
715-719, .00, 870989815, false, 0, Personal, debt_consolidation, 19500, Debt consolidation, 12250, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835185, false, 12250, 19500, 60, 69644189, 0, 0, 12.88, 0, 
690-694, .00, 877395815, false, 0, Personal, debt_consolidation, 20000, 12250, 0, false, E2, -1, INFUNDING, false, 0, 0, -251635185, false, 12250, 20000, 60, 68996760, 0, 0, 19.48, 0, 
695-699, .00, 856571815, false, 0, Personal, home_improvement, 18000, Home improvement, 12275, 0, false, E1, -1, INFUNDING, false, 0, 0, -309235185, false, 12275, 18000, 60, 70024923, 0, 0, 18.99, 0, 
660-664, .00, 970801815, false, 0, Personal, debt_consolidation, 15900, 12300, 0, false, E1, -1, INFUNDING, false, 0, 0, -165235185, false, 12300, 15900, 60, 69952264, 0, 0, 18.99, 0, 
675-679, .00, 1193414815, false, 0, Personal, other, 16000, Other, 12325, 0, false, E4, -1, INFUNDING, false, 0, 0, -6835185, false, 12325, 16000, 36, 70651195, 0, 0, 21.97, 0, 
670-674, .00, 872775815, false, 0, Personal, other, 19200, Other, 12325, 0, false, D1, -1, INFUNDING, false, 0, 0, -251635185, false, 12325, 19200, 60, 70132715, 0, 0, 15.77, 0, 
755-759, .00, 1188029815, false, 0, Personal, credit_card, 14800, Credit card refinancing, 12375, 0, false, A1, -1, INFUNDING, false, 0, 0, -21235185, false, 12375, 14800, 36, 70311715, 0, 0, 5.32, 0, 
675-679, .00, 1003081815, false, 0, Personal, home_improvement, 14000, Home improvement, 12375, 0, false, E4, -1, INFUNDING, false, 0, 0, -150835185, false, 12375, 14000, 60, 70521525, 0, 0, 20.50, 0, 
680-684, .00, 1003651815, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 12450, 0, false, E4, -1, INFUNDING, false, 0, 0, -194035185, false, 12425, 30000, 60, 70481601, 0, 0, 20.50, 0, 
670-674, .00, 957440815, false, 0, Personal, major_purchase, 16000, Major purchase, 12500, 0, false, E4, -1, INFUNDING, false, 0, 0, -251635185, false, 12500, 16000, 60, 70371430, 0, 0, 20.50, 0, 
660-664, .00, 1118553815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12525, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635185, false, 12525, 16000, 60, 70321774, 0, 0, 12.99, 0, 
695-699, .00, 996572815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 12525, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235185, false, 12525, 18000, 60, 70481550, 0, 0, 19.89, 0, 
730-734, .00, 1192445815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 12575, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835185, false, 12550, 20000, 36, 68998685, 0, 0, 9.16, 0, 
685-689, .00, 1112024815, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 12575, 0, false, A5, -1, INFUNDING, false, 0, 0, -50035185, false, 12575, 15000, 36, 70550966, 0, 0, 7.89, 0, 
670-674, .00, 945621815, false, 0, Personal, home_improvement, 19200, Home improvement, 12575, 0, false, C1, -1, INFUNDING, false, 0, 0, -208435185, false, 12575, 19200, 60, 68468519, 0, 0, 11.99, 0, 
660-664, .00, 1098281815, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 12600, 0, false, C3, -1, INFUNDING, false, 0, 0, -64435185, false, 12600, 14000, 60, 70730504, 0, 0, 13.67, 0, 
690-694, .00, 1117277815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 12725, 0, false, B4, -1, INFUNDING, false, 0, 0, -35635185, false, 12725, 16000, 60, 69432639, 0, 0, 10.75, 0, 
690-694, .00, 928885815, false, 0, Personal, debt_consolidation, 16100, Debt consolidation, 12750, 0, false, F1, -1, INFUNDING, false, 0, 0, -222835185, false, 12750, 16100, 60, 70072720, 0, 0, 22.45, 0, 
785-789, .00, 1193581815, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 12750, 0, false, A2, -1, INFUNDING, false, 0, 0, -6835185, false, 12750, 15000, 36, 70561217, 0, 0, 6.49, 0, 
660-664, .00, 1013501815, false, 0, Personal, debt_consolidation, 16500, Debt consolidation, 12775, 0, false, C4, -1, INFUNDING, false, 0, 0, -194035185, false, 12775, 16500, 60, 70461735, 0, 0, 13.99, 0, 
670-674, .00, 1190564815, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 12775, 0, false, C4, -1, INFUNDING, false, 0, 0, -6835185, false, 12775, 15000, 36, 70761245, 0, 0, 14.46, 0, 
665-669, .00, 1011812815, false, 0, Personal, debt_consolidation, 14400, Debt consolidation, 12800, 0, false, E2, -1, INFUNDING, false, 0, 0, -150835185, false, 12800, 14400, 60, 70161684, 0, 0, 19.48, 0, 
695-699, .00, 1013585815, false, 0, Personal, credit_card, 16800, Credit card refinancing, 12825, 0, false, C4, -1, INFUNDING, false, 0, 0, -150835185, false, 12825, 16800, 60, 68357146, 0, 0, 13.99, 0, 
665-669, .00, 926900815, false, 0, Personal, small_business, 15000, Business, 12900, 0, false, F2, -1, INFUNDING, false, 0, 0, -237235185, false, 12900, 15000, 60, 69993177, 0, 0, 23.13, 0, 
680-684, .00, 1124006815, false, 0, Personal, credit_card, 24000, Credit card refinancing, 12900, 0, false, B2, -1, INFUNDING, false, 0, 0, -35635185, false, 12900, 24000, 36, 70780760, 0, 0, 9.16, 0, 
705-709, .00, 1120681815, false, 0, Personal, credit_card, 19675, Credit card refinancing, 12900, 0, false, E3, -1, INFUNDING, false, 0, 0, -35635185, false, 12900, 19675, 60, 68704134, 0, 0, 21.18, 0, 
705-709, .00, 844027815, false, 0, Personal, moving, 20000, Moving and relocation, 12950, 0, false, C5, -1, INFUNDING, false, 0, 0, -309235185, false, 12950, 20000, 60, 70072174, 0, 0, 14.85, 0, 
740-744, .00, 1123745815, false, 0, Personal, home_improvement, 20000, Home improvement, 12950, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635185, false, 12950, 20000, 60, 70171204, 0, 0, 12.99, 0, 
660-664, .00, 931762815, false, 0, Personal, medical, 16800, Medical expenses, 13000, 0, false, C3, -1, INFUNDING, false, 0, 0, -222835185, false, 13000, 16800, 60, 70173063, 0, 0, 13.44, 0, 
695-699, .00, 860878815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 13025, 0, false, B3, -1, INFUNDING, false, 0, 0, -294835185, false, 13025, 20000, 60, 69655130, 0, 0, 9.80, 0, 
730-734, .00, 1133577815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13075, 0, false, A2, -1, INFUNDING, false, 0, 0, -35635185, false, 13050, 16000, 36, 70770357, 0, 0, 6.49, 0, 
665-669, .00, 930821815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13050, 0, false, C4, -1, INFUNDING, false, 0, 0, -222835185, false, 13050, 16000, 60, 70003084, 0, 0, 13.99, 0, 
720-724, .00, 837686815, false, 0, Personal, debt_consolidation, 19200, Debt consolidation, 13075, 0, false, C3, -1, INFUNDING, false, 0, 0, -323635185, false, 13075, 19200, 60, 70211970, 0, 0, 13.44, 0, 
685-689, .00, 869383815, false, 0, Personal, debt_consolidation, 19475, Debt consolidation, 13100, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835185, false, 13100, 19475, 60, 70112727, 0, 0, 12.88, 0, 
710-714, .00, 1162479815, false, 0, Personal, credit_card, 18000, Credit card refinancing, 13125, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635185, false, 13125, 18000, 36, 70650890, 0, 0, 9.75, 0, 
785-789, .00, 1200928815, false, 0, Personal, debt_consolidation, 17000, Debt consolidation, 13150, 0, false, A1, -1, INFUNDING, false, 0, 0, -6835185, false, 13125, 17000, 36, 70611335, 0, 0, 5.32, 0, 
695-699, .00, 1197729815, false, 0, Personal, credit_card, 15000, Credit card refinancing, 13175, 0, false, A5, -1, INFUNDING, false, 0, 0, -6835185, false, 13150, 15000, 36, 70691302, 0, 0, 7.89, 0, 
705-709, .00, 931086815, false, 0, Personal, debt_consolidation, 20625, Debt consolidation, 13175, 0, false, C4, -1, INFUNDING, false, 0, 0, -222835185, false, 13175, 20625, 60, 70213059, 0, 0, 13.99, 0, 
675-679, .00, 861501815, false, 0, Personal, debt_consolidation, 19200, Debt consolidation, 13175, 0, false, E4, -1, INFUNDING, false, 0, 0, -294835185, false, 13175, 19200, 60, 70072496, 0, 0, 20.50, 0, 
680-684, .00, 929918815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 13175, 0, false, B4, -1, INFUNDING, false, 0, 0, -222835185, false, 13175, 20000, 60, 70131458, 0, 0, 10.78, 0, 
665-669, .00, 914585815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13200, 0, false, C1, -1, INFUNDING, false, 0, 0, -237235185, false, 13200, 16000, 60, 70144090, 0, 0, 11.99, 0, 
730-734, .00, 930177815, false, 0, Personal, debt_consolidation, 22000, Debt consolidation, 13225, 0, false, C2, -1, INFUNDING, false, 0, 0, -222835185, false, 13225, 22000, 60, 70033137, 0, 0, 12.88, 0, 
675-679, .00, 1124369815, false, 0, Personal, debt_consolidation, 32000, Debt consolidation, 13225, 0, false, F2, -1, INFUNDING, false, 0, 0, -35635185, false, 13225, 32000, 60, 69933202, 0, 0, 24.11, 0, 
690-694, .00, 845013815, false, 0, Personal, small_business, 21000, 13325, 0, false, C5, -1, INFUNDING, false, 0, 0, -309235185, false, 13325, 21000, 60, 70241158, 0, 0, 14.85, 0, 
660-664, .00, 1088122815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13425, 0, false, F2, -1, INFUNDING, false, 0, 0, -107635185, false, 13425, 16000, 60, 70620440, 0, 0, 24.11, 0, 
675-679, .00, 848012815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 13475, 0, false, D3, -1, INFUNDING, false, 0, 0, -309235185, false, 13475, 18000, 60, 70212187, 0, 0, 17.27, 0, 
670-674, .00, 1191397815, false, 0, Personal, small_business, 16000, Business, 13475, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835185, false, 13475, 16000, 36, 70331840, 0, 0, 11.99, 0, 
685-689, .00, 848292815, false, 0, Personal, credit_card, 22000, Credit card refinancing, 13525, 0, false, F1, -1, INFUNDING, false, 0, 0, -309235185, false, 13525, 22000, 60, 70061547, 0, 0, 22.45, 0, 
665-669, .00, 867304815, false, 0, Personal, debt_consolidation, 20375, Debt consolidation, 13525, 0, false, E2, -1, INFUNDING, false, 0, 0, -294835185, false, 13525, 20375, 60, 70072583, 0, 0, 19.48, 0, 
670-674, .00, 1007181815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 13575, 0, false, C5, -1, INFUNDING, false, 0, 0, -150835185, false, 13575, 18000, 60, 70391675, 0, 0, 14.85, 0, 
720-724, .00, 945599815, false, 0, Personal, debt_consolidation, 18000, 13625, 0, false, C1, -1, INFUNDING, false, 0, 0, -208435185, false, 13625, 18000, 60, 70271166, 0, 0, 11.99, 0, 
670-674, .00, 860790815, false, 0, Personal, debt_consolidation, 26600, 13625, 0, false, F5, -1, INFUNDING, false, 0, 0, -294835185, false, 13625, 26600, 60, 70244176, 0, 0, 26.06, 0, 
760-764, .00, 1120130815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 13650, 0, false, A3, -1, INFUNDING, false, 0, 0, -78835185, false, 13650, 18000, 36, 70670969, 0, 0, 6.97, 0, 
685-689, .00, 1013765815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 13675, 0, false, C3, -1, INFUNDING, false, 0, 0, -150835185, false, 13675, 21000, 60, 70431664, 0, 0, 13.44, 0, 
670-674, .00, 1008642815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13675, 0, false, C1, -1, INFUNDING, false, 0, 0, -150835185, false, 13675, 16000, 60, 70291668, 0, 0, 11.99, 0, 
725-729, .00, 954026815, false, 0, Personal, credit_card, 27200, Credit card refinancing, 13700, 0, false, C2, -1, INFUNDING, false, 0, 0, -208435185, false, 13700, 27200, 60, 70054026, 0, 0, 12.88, 0, 
685-689, .00, 1002315815, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 13750, 0, false, C1, -1, INFUNDING, false, 0, 0, -150835185, false, 13750, 16000, 60, 70481587, 0, 0, 11.99, 0, 
690-694, .00, 992706815, false, 0, Personal, debt_consolidation, 17300, Debt consolidation, 13800, 0, false, E4, -1, INFUNDING, false, 0, 0, -165235185, false, 13800, 17300, 60, 70361448, 0, 0, 20.50, 0, 
705-709, .00, 962363815, false, 0, Personal, debt_consolidation, 17600, Debt consolidation, 13800, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235185, false, 13800, 17600, 60, 69216973, 0, 0, 19.89, 0, 
725-729, .00, 941148815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 13800, 0, false, D5, -1, INFUNDING, false, 0, 0, -222835185, false, 13800, 20000, 60, 69992456, 0, 0, 18.49, 0, 
670-674, .00, 875015815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 13825, 0, false, B5, -1, INFUNDING, false, 0, 0, -251635185, false, 13825, 20000, 60, 68439219, 0, 0, 11.48, 0, 
695-699, .00, 867720815, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 13825, 0, false, B5, -1, INFUNDING, false, 0, 0, -294835185, false, 13825, 30000, 60, 70222392, 0, 0, 11.48, 0, 
