fico, loanRateDiff, loanTimeRemaining, isInCurrentOrder, noFee, loanType, purpose, loanAmountRequested, title, loanAmtRemaining, primeUnfundedAmount, alreadyInvestedIn, loanGrade, searchrank, loan_status, hasCosigner, isWholeLoan, primeFractions, wholeLoanTimeRemaining, alreadySelected, loanUnfundedAmount, loanAmt, loanLength, loanGUID, amountToInvest, primeTotalInvestment, loanRate, primeMarkedInvestment, 
670-674, .00, 1011583815, false, 0, Personal, credit_card, 15825, Credit card refinancing, 14400, 0, false, E2, -1, INFUNDING, false, 0, 0, -150835185, false, 14400, 15825, 60, 70401723, 0, 0, 19.48, 0, 
690-694, .00, 931342815, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 14425, 0, false, E4, -1, INFUNDING, false, 0, 0, -222835185, false, 14425, 25000, 60, 70222919, 0, 0, 20.50, 0, 
695-699, .00, 1124816815, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 14450, 0, false, C2, -1, INFUNDING, false, 0, 0, -78835185, false, 14450, 35000, 60, 70580759, 0, 0, 12.99, 0, 
675-679, .00, 1197196815, false, 0, Personal, home_improvement, 25000, Home improvement, 14475, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835185, false, 14475, 25000, 36, 70710750, 0, 0, 12.99, 0, 
680-684, .00, 868142815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 14475, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835185, false, 14475, 21000, 60, 69462196, 0, 0, 12.88, 0, 
720-724, .00, 1142035815, false, 0, Personal, debt_consolidation, 22000, Debt consolidation, 14525, 0, false, B1, -1, INFUNDING, false, 0, 0, -35635185, false, 14500, 22000, 36, 70660978, 0, 0, 8.39, 0, 
745-749, .00, 951911815, false, 0, Personal, credit_card, 25000, Credit card refinancing, 14550, 0, false, B4, -1, INFUNDING, false, 0, 0, -208435185, false, 14550, 25000, 60, 70351202, 0, 0, 10.78, 0, 
660-664, .00, 937095815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 14550, 0, false, C2, -1, INFUNDING, false, 0, 0, -222835185, false, 14550, 18000, 60, 70083125, 0, 0, 12.88, 0, 
680-684, .00, 1199693815, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 14575, 0, false, B1, -1, INFUNDING, false, 0, 0, -6835185, false, 14550, 24000, 36, 70691512, 0, 0, 8.39, 0, 
750-754, .00, 1183141815, false, 0, Personal, debt_consolidation, 17000, Debt consolidation, 14550, 0, false, A2, -1, INFUNDING, false, 0, 0, -21235185, false, 14550, 17000, 36, 70561100, 0, 0, 6.49, 0, 
690-694, .00, 1179023815, false, 0, Personal, credit_card, 18000, Credit card refinancing, 14575, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235185, false, 14575, 18000, 60, 70760557, 0, 0, 11.99, 0, 
700-704, .00, 1126445815, false, 0, Personal, medical, 18000, Medical expenses, 14625, 0, false, B5, -1, INFUNDING, false, 0, 0, -78835185, false, 14625, 18000, 60, 70750835, 0, 0, 11.47, 0, 
735-739, .00, 1044888815, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 14625, 0, false, B3, -1, INFUNDING, false, 0, 0, -122035185, false, 14625, 25000, 60, 70660281, 0, 0, 9.75, 0, 
790-794, .00, 933984815, false, 0, Personal, home_improvement, 20000, Home improvement, 14650, 0, false, A5, -1, INFUNDING, false, 0, 0, -222835185, false, 14650, 20000, 60, 70033161, 0, 0, 7.91, 0, 
720-724, .00, 962901815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 14675, 0, false, B4, -1, INFUNDING, false, 0, 0, -208435185, false, 14675, 20000, 60, 70311439, 0, 0, 10.78, 0, 
695-699, .00, 967870815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 14750, 0, false, C5, -1, INFUNDING, false, 0, 0, -165235185, false, 14750, 21000, 60, 69723018, 0, 0, 14.85, 0, 
700-704, .00, 969335815, false, 0, Personal, debt_consolidation, 19200, Debt consolidation, 14750, 0, false, B5, -1, INFUNDING, false, 0, 0, -165235185, false, 14750, 19200, 60, 70381350, 0, 0, 11.48, 0, 
720-724, .00, 920909815, false, 0, Personal, debt_consolidation, 20575, Debt consolidation, 14775, 0, false, E3, -1, INFUNDING, false, 0, 0, -237235185, false, 14775, 20575, 60, 70182658, 0, 0, 19.89, 0, 
680-684, .00, 1197761815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 14825, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835185, false, 14800, 18000, 36, 70701313, 0, 0, 9.16, 0, 
660-664, .00, 931704815, false, 0, Personal, small_business, 17475, Business, 14825, 0, false, F1, -1, INFUNDING, false, 0, 0, -222835185, false, 14825, 17475, 60, 70113184, 0, 0, 22.45, 0, 
745-749, .00, 924448815, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 14850, 0, false, B1, -1, INFUNDING, false, 0, 0, -280435185, false, 14850, 25000, 60, 70113125, 0, 0, 8.49, 0, 
680-684, .00, 868285815, false, 0, Personal, credit_card, 22000, Credit card refinancing, 14850, 0, false, B4, -1, INFUNDING, false, 0, 0, -338035185, false, 14850, 22000, 60, 70132646, 0, 0, 10.78, 0, 
660-664, .00, 858879815, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 14900, 0, false, D3, -1, INFUNDING, false, 0, 0, -294835185, false, 14900, 24000, 60, 70153528, 0, 0, 17.27, 0, 
805-809, .00, 980241815, false, 0, Personal, other, 27600, Other, 14925, 0, false, E2, -1, INFUNDING, false, 0, 0, -165235185, false, 14925, 27600, 60, 70401426, 0, 0, 19.48, 0, 
690-694, .00, 999639815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 14925, 0, false, D5, -1, INFUNDING, false, 0, 0, -165235185, false, 14925, 21000, 60, 70371332, 0, 0, 18.49, 0, 
715-719, .00, 929064815, false, 0, Personal, debt_consolidation, 20125, Debt consolidation, 14925, 0, false, E3, -1, INFUNDING, false, 0, 0, -222835185, false, 14925, 20125, 60, 69287867, 0, 0, 19.89, 0, 
735-739, .00, 1186759815, false, 0, Personal, credit_card, 23400, Credit card refinancing, 14925, 0, false, A2, -1, INFUNDING, false, 0, 0, -21235185, false, 14925, 23400, 36, 70551450, 0, 0, 6.49, 0, 
680-684, .00, 1037889815, false, 0, Personal, credit_card, 20000, Credit card refinancing, 14925, 0, false, E3, -1, INFUNDING, false, 0, 0, -122035185, false, 14925, 20000, 60, 70720189, 0, 0, 21.18, 0, 
705-709, .00, 848703815, false, 0, Personal, debt_consolidation, 22950, Debt consolidation, 14950, 0, false, D5, -1, INFUNDING, false, 0, 0, -309235185, false, 14950, 22950, 60, 70182526, 0, 0, 18.49, 0, 
675-679, .00, 862843815, false, 0, Personal, credit_card, 25000, Credit card refinancing, 14950, 0, false, C5, -1, INFUNDING, false, 0, 0, -294835185, false, 14950, 25000, 60, 69525388, 0, 0, 14.85, 0, 
660-664, .00, 921183815, false, 0, Personal, debt_consolidation, 20000, 14975, 0, false, E2, -1, INFUNDING, false, 0, 0, -237235185, false, 14975, 20000, 60, 69086732, 0, 0, 19.48, 0, 
690-694, .00, 962444815, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 15000, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235185, false, 15000, 18000, 60, 70102812, 0, 0, 19.89, 0, 
700-704, .00, 826896815, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 15025, 0, false, D5, -1, INFUNDING, false, 0, 0, -338035185, false, 15025, 25000, 60, 70162015, 0, 0, 18.49, 0, 
735-739, .00, 957956815, false, 0, Personal, credit_card, 30000, Credit card refinancing, 15075, 0, false, D2, -1, INFUNDING, false, 0, 0, -165235185, false, 15075, 30000, 60, 70043072, 0, 0, 16.59, 0, 
685-689, .00, 947726815, false, 0, Personal, credit_card, 22000, Credit card refinancing, 15075, 0, false, B2, -1, INFUNDING, false, 0, 0, -208435185, false, 15075, 22000, 60, 68885216, 0, 0, 9.17, 0, 
695-699, .00, 1127799815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15100, 0, false, C4, -1, INFUNDING, false, 0, 0, -35635185, false, 15100, 20000, 60, 69813144, 0, 0, 14.46, 0, 
660-664, .00, 855680815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 15125, 0, false, D4, -1, INFUNDING, false, 0, 0, -309235185, false, 15125, 21000, 60, 70212398, 0, 0, 17.97, 0, 
660-664, .00, 1119360815, false, 0, Personal, credit_card, 20000, Credit card refinancing, 15275, 0, false, C1, -1, INFUNDING, false, 0, 0, -35635185, false, 15275, 20000, 60, 70537123, 0, 0, 11.99, 0, 
685-689, .00, 1151640815, false, 0, Personal, small_business, 20000, Business, 15275, 0, false, B5, -1, INFUNDING, false, 0, 0, -35635185, false, 15275, 20000, 36, 70700999, 0, 0, 11.47, 0, 
675-679, .00, 928936815, false, 0, Personal, debt_consolidation, 19800, 15325, 0, false, C2, -1, INFUNDING, false, 0, 0, -222835185, false, 15325, 19800, 60, 69097251, 0, 0, 12.88, 0, 
690-694, .00, 1191400815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15350, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835185, false, 15325, 20000, 36, 70681202, 0, 0, 9.16, 0, 
725-729, .00, 933775815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15325, 0, false, C1, -1, INFUNDING, false, 0, 0, -222835185, false, 15325, 20000, 60, 70211480, 0, 0, 11.99, 0, 
665-669, .00, 938841815, false, 0, Personal, debt_consolidation, 19000, 15350, 0, false, C5, -1, INFUNDING, false, 0, 0, -222835185, false, 15350, 19000, 60, 70258118, 0, 0, 14.85, 0, 
660-664, .00, 878834815, false, 0, Personal, debt_consolidation, 23500, Debt consolidation, 15375, 0, false, D1, -1, INFUNDING, false, 0, 0, -251635185, false, 15375, 23500, 60, 70062828, 0, 0, 15.77, 0, 
665-669, .00, 962149815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15375, 0, false, D3, -1, INFUNDING, false, 0, 0, -165235185, false, 15375, 20000, 60, 70291425, 0, 0, 17.27, 0, 
660-664, .00, 959090815, false, 0, Personal, debt_consolidation, 19800, Debt consolidation, 15400, 0, false, E4, -1, INFUNDING, false, 0, 0, -165235185, false, 15400, 19800, 60, 69993130, 0, 0, 20.50, 0, 
665-669, .00, 915148815, false, 0, Personal, debt_consolidation, 23000, 15425, 0, false, D5, -1, INFUNDING, false, 0, 0, -237235185, false, 15425, 23000, 60, 70241454, 0, 0, 18.49, 0, 
660-664, .00, 836661815, false, 0, Personal, small_business, 20000, 15525, 0, false, D3, -1, INFUNDING, false, 0, 0, -323635185, false, 15525, 20000, 60, 69097008, 0, 0, 17.27, 0, 
685-689, .00, 847347815, false, 0, Personal, credit_card, 23500, Credit card refinancing, 15525, 0, false, F1, -1, INFUNDING, false, 0, 0, -309235185, false, 15525, 23500, 60, 70082247, 0, 0, 22.45, 0, 
690-694, .00, 849432815, false, 0, Personal, debt_consolidation, 24125, Debt consolidation, 15575, 0, false, E1, -1, INFUNDING, false, 0, 0, -309235185, false, 15575, 24125, 60, 70092547, 0, 0, 18.99, 0, 
670-674, .00, 1190528815, false, 0, Personal, debt_consolidation, 18500, Debt consolidation, 15575, 0, false, C4, -1, INFUNDING, false, 0, 0, -6835185, false, 15575, 18500, 36, 70021629, 0, 0, 14.46, 0, 
695-699, .00, 922721815, false, 0, Personal, debt_consolidation, 20500, Debt consolidation, 15575, 0, false, D5, -1, INFUNDING, false, 0, 0, -237235185, false, 15575, 20500, 60, 70013234, 0, 0, 18.49, 0, 
665-669, .00, 1116614815, false, 0, Personal, debt_consolidation, 19000, Debt consolidation, 15600, 0, false, F2, -1, INFUNDING, false, 0, 0, -35635185, false, 15600, 19000, 60, 70551018, 0, 0, 24.11, 0, 
690-694, .00, 1032968815, false, 0, Personal, debt_consolidation, 28975, Debt consolidation, 15625, 0, false, E4, -1, INFUNDING, false, 0, 0, -165235185, false, 15625, 28975, 60, 70770132, 0, 0, 21.97, 0, 
685-689, .00, 958739815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15650, 0, false, E2, -1, INFUNDING, false, 0, 0, -165235185, false, 15650, 20000, 60, 70260328, 0, 0, 19.48, 0, 
670-674, .00, 873519815, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 15650, 0, false, E3, -1, INFUNDING, false, 0, 0, -251635185, false, 15650, 24000, 60, 70025362, 0, 0, 19.89, 0, 
680-684, .00, 960101815, false, 0, Personal, major_purchase, 20250, Major purchase, 15675, 0, false, F3, -1, INFUNDING, false, 0, 0, -165235185, false, 15675, 20250, 60, 69646507, 0, 0, 24.24, 0, 
685-689, .00, 921911815, false, 0, Personal, debt_consolidation, 19200, Debt consolidation, 15675, 0, false, B3, -1, INFUNDING, false, 0, 0, -237235185, false, 15675, 19200, 60, 70082945, 0, 0, 9.80, 0, 
685-689, .00, 887750815, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 15675, 0, false, D3, -1, INFUNDING, false, 0, 0, -251635185, false, 15675, 21000, 60, 70123042, 0, 0, 17.27, 0, 
690-694, .00, 877735815, false, 0, Personal, debt_consolidation, 22000, Debt consolidation, 15725, 0, false, C4, -1, INFUNDING, false, 0, 0, -251635185, false, 15725, 22000, 60, 70181268, 0, 0, 13.99, 0, 
710-714, .00, 1124641815, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 15725, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635185, false, 15725, 20000, 60, 70750839, 0, 0, 12.99, 0, 
725-729, .00, 923673815, false, 0, Personal, credit_card, 20000, 15750, 0, false, C4, -1, INFUNDING, false, 0, 0, -237235185, false, 15750, 20000, 60, 69086894, 0, 0, 13.99, 0, 
675-679, .00, 1012074815, false, 0, Personal, home_improvement, 20000, Home improvement, 15800, 0, false, D1, -1, INFUNDING, false, 0, 0, -150835185, false, 15800, 20000, 60, 70331691, 0, 0, 15.77, 0, 
660-664, .00, 1167447815, false, 0, Personal, other, 20000, Other, 15825, 0, false, C4, -1, INFUNDING, false, 0, 0, -35635185, false, 15825, 20000, 36, 70601080, 0, 0, 14.46, 0, 
685-689, .00, 1196560815, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 15850, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835185, false, 15850, 25000, 36, 70591230, 0, 0, 12.99, 0, 
705-709, .00, 955112815, false, 0, Personal, debt_consolidation, 22800, Debt consolidation, 15975, 0, false, C5, -1, INFUNDING, false, 0, 0, -208435185, false, 15975, 22800, 60, 69983235, 0, 0, 14.85, 0, 
775-779, .00, 1110914814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 16025, 0, false, A5, -1, INFUNDING, false, 0, 0, -93235186, false, 16000, 25000, 36, 70690235, 0, 0, 7.89, 0, 
695-699, .00, 857845814, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 16050, 0, false, B1, -1, INFUNDING, false, 0, 0, -294835186, false, 16050, 24000, 60, 70012522, 0, 0, 8.49, 0, 
680-684, .00, 1186094814, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 16075, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235186, false, 16075, 30000, 36, 70551436, 0, 0, 11.99, 0, 
690-694, .00, 865581814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 16075, 0, false, B3, -1, INFUNDING, false, 0, 0, -294835186, false, 16075, 25000, 60, 70002625, 0, 0, 9.80, 0, 
680-684, .00, 1006020814, false, 0, Personal, debt_consolidation, 20800, Debt consolidation, 16100, 0, false, E5, -1, INFUNDING, false, 0, 0, -150835186, false, 16100, 20800, 60, 70511601, 0, 0, 21.48, 0, 
660-664, .00, 856918814, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 16125, 0, false, E1, -1, INFUNDING, false, 0, 0, -294835186, false, 16125, 24000, 60, 70222229, 0, 0, 18.99, 0, 
675-679, .00, 1089825814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16150, 0, false, E4, -1, INFUNDING, false, 0, 0, -107635186, false, 16150, 20000, 60, 70560467, 0, 0, 21.97, 0, 
820-824, .00, 1190951814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16150, 0, false, A1, -1, INFUNDING, false, 0, 0, -6835186, false, 16150, 20000, 36, 70731128, 0, 0, 5.32, 0, 
680-684, .00, 1175686814, false, 0, Personal, debt_consolidation, 21600, Debt consolidation, 16150, 0, false, B3, -1, INFUNDING, false, 0, 0, -21235186, false, 16150, 21600, 36, 70651064, 0, 0, 9.75, 0, 
665-669, .00, 850181814, false, 0, Personal, debt_consolidation, 21400, Debt consolidation, 16175, 0, false, F2, -1, INFUNDING, false, 0, 0, -309235186, false, 16175, 21400, 60, 70024715, 0, 0, 23.13, 0, 
700-704, .00, 935789814, false, 0, Personal, home_improvement, 21000, 16175, 0, false, E3, -1, INFUNDING, false, 0, 0, -266035186, false, 16175, 21000, 60, 69086775, 0, 0, 19.89, 0, 
690-694, .00, 849554814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 16200, 0, false, F1, -1, INFUNDING, false, 0, 0, -309235186, false, 16200, 25000, 60, 70192283, 0, 0, 22.45, 0, 
675-679, .00, 924083814, false, 0, Personal, debt_consolidation, 19000, Debt consolidation, 16200, 0, false, C3, -1, INFUNDING, false, 0, 0, -237235186, false, 16200, 19000, 60, 68745076, 0, 0, 13.44, 0, 
660-664, .00, 1118240814, false, 0, Personal, debt_consolidation, 19900, Debt consolidation, 16225, 0, false, F4, -1, INFUNDING, false, 0, 0, -35635186, false, 16225, 19900, 60, 70030466, 0, 0, 25.88, 0, 
680-684, .00, 864179814, false, 0, Personal, major_purchase, 23000, Major purchase, 16225, 0, false, D1, -1, INFUNDING, false, 0, 0, -294835186, false, 16225, 23000, 60, 69493546, 0, 0, 15.77, 0, 
695-699, .00, 943885814, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 16325, 0, false, F2, -1, INFUNDING, false, 0, 0, -208435186, false, 16325, 28000, 60, 69277161, 0, 0, 23.13, 0, 
725-729, .00, 1095197814, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 16375, 0, false, A2, -1, INFUNDING, false, 0, 0, -107635186, false, 16350, 24000, 36, 70580539, 0, 0, 6.49, 0, 
675-679, .00, 1178546814, false, 0, Personal, debt_consolidation, 21225, Debt consolidation, 16400, 0, false, D1, -1, INFUNDING, false, 0, 0, -21235186, false, 16400, 21225, 60, 70600964, 0, 0, 16.29, 0, 
800-804, .00, 1050488814, false, 0, Personal, small_business, 32000, Business, 16400, 0, false, F2, -1, INFUNDING, false, 0, 0, -78835186, false, 16400, 32000, 60, 70780273, 0, 0, 24.11, 0, 
720-724, .00, 1131570814, false, 0, Personal, credit_card, 20000, Credit card refinancing, 16400, 0, false, B1, -1, INFUNDING, false, 0, 0, -35635186, false, 16400, 20000, 60, 70341391, 0, 0, 8.39, 0, 
680-684, .00, 1010617814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16425, 0, false, C3, -1, INFUNDING, false, 0, 0, -150835186, false, 16425, 20000, 60, 69823488, 0, 0, 13.44, 0, 
675-679, .00, 916327814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16475, 0, false, B5, -1, INFUNDING, false, 0, 0, -237235186, false, 16475, 20000, 60, 70025248, 0, 0, 11.48, 0, 
665-669, .00, 1010198814, false, 0, Personal, debt_consolidation, 18050, Debt consolidation, 16500, 0, false, D5, -1, INFUNDING, false, 0, 0, -150835186, false, 16500, 18050, 60, 70123339, 0, 0, 18.49, 0, 
680-684, .00, 958633814, false, 0, Personal, home_improvement, 20000, Home improvement, 16575, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235186, false, 16575, 20000, 60, 70260329, 0, 0, 19.89, 0, 
660-664, .00, 1186934814, false, 0, Personal, debt_consolidation, 20575, Debt consolidation, 16600, 0, false, G4, -1, INFUNDING, false, 0, 0, -21235186, false, 16600, 20575, 60, 70711065, 0, 0, 28.67, 0, 
660-664, .00, 962637814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16600, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235186, false, 16600, 20000, 60, 70182725, 0, 0, 19.89, 0, 
665-669, .00, 929086814, false, 0, Personal, debt_consolidation, 20800, Debt consolidation, 16650, 0, false, F3, -1, INFUNDING, false, 0, 0, -222835186, false, 16650, 20800, 60, 70093379, 0, 0, 24.24, 0, 
725-729, .00, 1118640814, false, 0, Personal, major_purchase, 20000, Major purchase, 16650, 0, false, C5, -1, INFUNDING, false, 0, 0, -35635186, false, 16650, 20000, 60, 70171491, 0, 0, 15.31, 0, 
685-689, .00, 1117353814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16700, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635186, false, 16700, 20000, 60, 70760681, 0, 0, 9.75, 0, 
660-664, .00, 1012498814, false, 0, Personal, debt_consolidation, 21825, Debt consolidation, 16725, 0, false, F4, -1, INFUNDING, false, 0, 0, -194035186, false, 16725, 21825, 60, 70143626, 0, 0, 25.09, 0, 
705-709, .00, 1089464814, false, 0, Personal, credit_card, 35000, Credit card refinancing, 16750, 0, false, C1, -1, INFUNDING, false, 0, 0, -107635186, false, 16750, 35000, 60, 70560466, 0, 0, 11.99, 0, 
690-694, .00, 934668814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 16800, 0, false, B3, -1, INFUNDING, false, 0, 0, -222835186, false, 16800, 20000, 60, 68774978, 0, 0, 9.80, 0, 
695-699, .00, 1008581814, false, 0, Personal, credit_card, 19000, Credit card refinancing, 16825, 0, false, C1, -1, INFUNDING, false, 0, 0, -150835186, false, 16825, 19000, 60, 70182754, 0, 0, 11.99, 0, 
680-684, .00, 1128281814, false, 0, Personal, debt_consolidation, 19525, Debt consolidation, 16825, 0, false, E1, -1, INFUNDING, false, 0, 0, -35635186, false, 16825, 19525, 60, 70590589, 0, 0, 19.99, 0, 
710-714, .00, 831768814, false, 0, Personal, credit_card, 25000, Credit card refinancing, 16850, 0, false, B1, -1, INFUNDING, false, 0, 0, -323635186, false, 16850, 25000, 60, 69762386, 0, 0, 8.49, 0, 
695-699, .00, 943338814, false, 0, Personal, medical, 20400, 16950, 0, false, F2, -1, INFUNDING, false, 0, 0, -208435186, false, 16950, 20400, 60, 70256138, 0, 0, 23.13, 0, 
665-669, .00, 891300814, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 17000, 0, false, E1, -1, INFUNDING, false, 0, 0, -251635186, false, 17000, 24000, 60, 70072613, 0, 0, 18.99, 0, 
715-719, .00, 920723814, false, 0, Personal, credit_card, 23325, Credit card refinancing, 17000, 0, false, D2, -1, INFUNDING, false, 0, 0, -237235186, false, 17000, 23325, 60, 70054443, 0, 0, 16.59, 0, 
710-714, .00, 952190814, false, 0, Personal, credit_card, 24000, Credit card refinancing, 17025, 0, false, D2, -1, INFUNDING, false, 0, 0, -208435186, false, 17025, 24000, 60, 70421257, 0, 0, 16.59, 0, 
675-679, .00, 931975814, false, 0, Personal, credit_card, 21000, Credit card refinancing, 17025, 0, false, D5, -1, INFUNDING, false, 0, 0, -222835186, false, 17025, 21000, 60, 70033053, 0, 0, 18.49, 0, 
715-719, .00, 1125363814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 17050, 0, false, C1, -1, INFUNDING, false, 0, 0, -35635186, false, 17050, 25000, 60, 70501287, 0, 0, 11.99, 0, 
665-669, .00, 864488814, false, 0, Personal, other, 24000, Other, 17075, 0, false, D2, -1, INFUNDING, false, 0, 0, -294835186, false, 17075, 24000, 60, 70143760, 0, 0, 16.59, 0, 
680-684, .00, 934890814, false, 0, Personal, debt_consolidation, 28875, 17075, 0, false, E5, -1, INFUNDING, false, 0, 0, -222835186, false, 17075, 28875, 60, 69087183, 0, 0, 21.48, 0, 
695-699, .00, 1015044814, false, 0, Personal, debt_consolidation, 24000, 17075, 0, false, E4, -1, INFUNDING, false, 0, 0, -150835186, false, 17075, 24000, 60, 68996913, 0, 0, 20.50, 0, 
660-664, .00, 1180172814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 17125, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235186, false, 17125, 20000, 36, 70721055, 0, 0, 11.99, 0, 
700-704, .00, 1100926814, false, 0, Personal, debt_consolidation, 27600, Debt consolidation, 17150, 0, false, F1, -1, INFUNDING, false, 0, 0, -64435186, false, 17150, 27600, 60, 70620542, 0, 0, 23.13, 0, 
660-664, .00, 1118346814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 17150, 0, false, E5, -1, INFUNDING, false, 0, 0, -35635186, false, 17150, 20000, 60, 70600783, 0, 0, 22.45, 0, 
690-694, .00, 1009367814, false, 0, Personal, other, 20475, 17150, 0, false, E3, -1, INFUNDING, false, 0, 0, -150835186, false, 17150, 20475, 60, 69979400, 0, 0, 19.89, 0, 
680-684, .00, 1186945814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 17300, 0, false, A4, -1, INFUNDING, false, 0, 0, -21235186, false, 17275, 20000, 36, 70551455, 0, 0, 7.39, 0, 
690-694, .00, 874365814, false, 0, Personal, credit_card, 24000, Credit card refinancing, 17275, 0, false, C4, -1, INFUNDING, false, 0, 0, -251635186, false, 17275, 24000, 60, 70012843, 0, 0, 13.99, 0, 
695-699, .00, 888318814, false, 0, Personal, debt_consolidation, 27300, Debt consolidation, 17300, 0, false, D3, -1, INFUNDING, false, 0, 0, -251635186, false, 17300, 27300, 60, 69504844, 0, 0, 17.27, 0, 
675-679, .00, 1096115814, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 17300, 0, false, E3, -1, INFUNDING, false, 0, 0, -64435186, false, 17300, 20000, 60, 70600484, 0, 0, 21.18, 0, 
685-689, .00, 1097140814, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 17400, 0, false, A5, -1, INFUNDING, false, 0, 0, -64435186, false, 17375, 21000, 36, 69362141, 0, 0, 7.89, 0, 
665-669, .00, 870786814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 17425, 0, false, C3, -1, INFUNDING, false, 0, 0, -294835186, false, 17425, 25000, 60, 70153828, 0, 0, 13.44, 0, 
670-674, .00, 858117814, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 17450, 0, false, D3, -1, INFUNDING, false, 0, 0, -294835186, false, 17450, 25000, 60, 70062226, 0, 0, 17.27, 0, 
840-844, .00, 1188444814, false, 0, Personal, home_improvement, 20000, Home improvement, 17450, 0, false, A1, -1, INFUNDING, false, 0, 0, -6835186, false, 17450, 20000, 36, 70571162, 0, 0, 5.32, 0, 
660-664, .00, 859100814, false, 0, Personal, debt_consolidation, 24275, Debt consolidation, 17475, 0, false, E5, -1, INFUNDING, false, 0, 0, -294835186, false, 17475, 24275, 60, 70102584, 0, 0, 21.48, 0, 
750-754, .00, 1100228814, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 17525, 0, false, B3, -1, INFUNDING, false, 0, 0, -107635186, false, 17525, 24000, 60, 69982282, 0, 0, 9.75, 0, 
735-739, .00, 962262814, false, 0, Personal, debt_consolidation, 27600, Debt consolidation, 17550, 0, false, B4, -1, INFUNDING, false, 0, 0, -165235186, false, 17550, 27600, 60, 70291462, 0, 0, 10.78, 0, 
680-684, .00, 875002814, false, 0, Personal, debt_consolidation, 24800, Debt consolidation, 17550, 0, false, C4, -1, INFUNDING, false, 0, 0, -251635186, false, 17550, 24800, 60, 70002451, 0, 0, 13.99, 0, 
665-669, .00, 830816814, false, 0, Personal, debt_consolidation, 24000, 17575, 0, false, E1, -1, INFUNDING, false, 0, 0, -323635186, false, 17575, 24000, 60, 69979973, 0, 0, 18.99, 0, 
